CSD code,Largest included sphere diameter (A),Total volumetric surface area (m^2/m^3),CO2 uptake at LP (mol/kg),CO2 uptake at HP (mol/kg),CH4 uptake at HP (mol/kg),logKH_CO2,Band gap (eV)
DACXOV,5.17401,508.047,1.4272381807,2.9386322941,2.6797765979,-3.591731195777743,2.5766790000000004
NEVVAM01,6.94552,1223.06,0.6368785437000001,5.9138776925,4.3123991128,-4.36035018297225,0.125815
ESUSOC02,7.24893,1252.54,1.2859052089,6.7047416649,5.26897561,-4.026891089445082,0.1988329999999999
CUNFOH01,8.64942,1601.43,0.1111802169,5.104195185,3.8225641046,-5.134428211051604,2.178413
MADVUJ,5.32382,510.8,0.7849245004000001,2.1027952553,2.0198564481,-4.080665069620192,2.195493
TUBCEA,5.6085,657.738,2.1467523183,3.27021304,2.6470389967,-2.8763247249293373,2.811506
QAGDIO,12.81046,1833.59,0.4400126837,16.8895648078,13.0952727022,-4.533132379645891,0.3407610000000001
HEDTER,4.77494,177.545,1.360781558,3.6439612497,2.6603059735,-3.600998137615574,1.38241
UKUCAF,7.2141,1043.85,2.6926975015,6.7212166597,6.0492261862,-3.3320961753507565,0.3680239999999999
DIBXAP,4.23133,74.855,1.739029971,3.2757935571,1.6633562527,-2.088141159118226,0.909586
DUQCAU01,4.78062,310.269,3.6485951633,3.6634694119,1.7140243401,-0.6652427509076725,3.234082
MICPAQ,4.95326,707.831,3.586059504,9.3291436523,5.632702716,-3.337617145172626,3.026943
VURYIR,4.29138,261.154,0.3174904794,2.7763838251,2.5109487893,-4.654600781122211,0.769828
WAHFUJ01,4.91116,565.4494139999999,0.8362459059,4.4420121977,3.9024646805,-4.155172547683391,0.58902
HIYBUN,10.15365,1430.85,0.1466559925,7.7484540758,5.3104065878,-5.0014939338058095,2.028989
XIDBUJ,7.40475,1111.52,0.9899993739,7.4934092367,6.9211910138,-4.14867070192184,1.950837
FIBHIJ,5.3367,599.281,1.0778906694,4.0934828985,3.3776938944,-3.9861604175084207,2.182363
TISWEZ,4.23888,23.2398,0.0315576664,0.4956225556,0.8101836992,-5.639961641430721,3.61519
LASQON,4.4440100000000005,165.008,1.7817882418000002,3.5192942518,3.2355452071,-3.660536633150699,1.32215
HIYZEV01,6.77675,1023.72,2.9955860543,7.0273670844,4.8380028194,-1.7965401034683426,1.211695
FOJVUX,3.90292,9.90508,0.2782870685,2.7858136254,2.1666878599,-4.714085051644057,2.575373
SURDOA,4.38797,360.027,0.827297535,3.0923674751,2.8919373462,-4.108486515598491,0.7581370000000001
BADJAU,4.09763,11.6526,0.3161544353,3.7826039081,2.3053726669,-4.670697736974863,3.037254
IJEXUR,5.05755,380.136,0.5540032698,3.2642724967,2.0904557926,-4.369030357743347,1.002989
AVEHAM,4.51878,275.16,1.1192753715,3.6405329428,3.0130211795,-3.849406259216268,0.592613
ITIPAE,5.03819,578.483,0.366156147,2.5110973073,2.1498792349,-4.553599542260884,4.505496
PANYEL,4.84206,152.81,1.7163010544,2.645978564,2.2946859015,-3.280324066398989,0.836086
WIDZUG,5.41352,435.342,0.5421384631,3.8086972056,3.7229033209,-4.3695568689965,0.845617
BUVYIB,10.88811,1859.32,1.0947388519,15.7183500497,13.5884647387,-4.101295107894331,1.2704350000000002
ADABUE,4.5494900000000005,192.049,0.3904355976,1.8280438459,1.7935700039,-4.516103316042369,0.710393
HUQHOS,9.7384,1719.47,0.7812964961000001,14.9444642397,12.2485306941,-4.190000154058473,1.639982
VAMQAE,7.70786,1162.33,0.0831107131,4.2625241176,3.9409624069,-5.264977081935512,0.144738
HIVQAG,4.56148,267.337,1.4811463098,2.5709086263,1.9471512687,-3.1176832673051185,0.871564
KOMJIH,5.81301,197.182,0.1889502108,0.9724723503,0.7312901139,-4.778604021168354,4.42904
SUPLOF,9.82615,1907.52,0.3821233235,13.6445677427,11.1857387826,-4.608098516120013,0.941215
IBOZIK,6.1387,1608.88,2.2643200995,11.7527538047,8.5882545573,-3.715758817834595,0.490125
COYCEZ,6.30223,1337.39,1.8570221024,7.9709495041,6.2653845894,-3.699724159681229,1.2592500000000002
KOZSID,5.70928,249.381,0.1178170921,1.3395815511,1.1627002029,-5.05582736682535,0.6330319999999999
GIQXOU,4.8108900000000006,762.749,2.9156816,5.4659660082,4.4076456051,-1.0852291068938915,0.333964
KIPZEQ,4.90958,763.168,2.7735578852,4.9289987805,4.6592081894,-3.414100685392755,0.186446
QUQPUO,4.10943,116.78,2.8335653199,5.6422423556,5.4122115397,-3.1491137134894576,0.921683
YARSAN,5.04398,600.017,1.9787262198,3.8084511884,3.3851527533,-3.342373434620165,2.2771220000000003
HALVAU,7.2529,1353.94,2.2615225647,9.5298050157,7.4856199453,-3.7550799560875454,1.509815
AFITEP,4.64022,954.141,2.9561667728,6.9664765179,6.966805854,-3.491952649352543,1.362378
OJAKOA,4.13561,74.2729,1.8200180874,2.7080838334,1.6767005325,-2.199826817430969,2.253172
WOTSEF,5.63894,1901.86,4.3665952834,12.6610712627,9.4332458361,-3.206682569470419,1.7951120000000005
ATIRUS,4.46122,136.575,2.5432484406,3.9097456707,0.7487370713,-2.017009610096565,3.130764
YOCSEQ,5.29821,787.48,2.8864942482,3.0662830093,2.0167402616,-2.224566509346332,3.116479
ROJNEJ,4.01951,231.091,0.4994893562,2.9412422637,2.632201069,-4.422671378477103,0.0427099999999999
DAWDAI,5.05189,401.956,1.1007528663,3.5246112962,2.8010082789,-3.839819693529035,2.544795
JIVFUQ,6.2294,1472.64,0.936317559,8.2286743407,6.228855574,-4.218784059654017,2.676089
QEPZOB,6.00756,1080.5023,2.5509917136,10.2438145215,7.7634825128,-3.239054567022338,0.575257
GOYXID,3.92669,19.9053,1.2256596267,1.6639548954,1.5632542875,-3.4106190378556325,2.284125
QADWUQ,4.54229,369.306,2.6468253924000003,3.4127245368,2.703046976,-1.9750794346698857,3.269219
MADWAQ,5.18677,479.606,0.8242702409,2.3514334706,2.3310348585,-4.093964649330959,2.074996
FONKEA,4.68396,434.163,2.0003081617,2.8055847706,2.1345192008,-3.2130236829067416,3.07094
FIQZEM,3.85646,9.21997,3.1291609759,4.9897085236,3.1796454358,-1.098524241785276,2.671013
ETEJUJ,6.80904,2045.78,4.3907435027,11.9871743776,7.6461246405,-1.7977951294075196,1.995403
KUNRAO,5.17272,766.356,2.6077430739,6.8562308776,5.0272741733,-3.3443286324919823,2.702545
DEJJIN,9.02838,1529.11,0.8485569115,8.7627791148,6.6931459977,-4.002269898779217,1.852623
GIQYAH,4.79715,767.577,2.8477743779,5.4454183636,4.4162995535,-1.1121155669681593,0.3326719999999999
IYOTAT,6.1272400000000005,2054.25,4.5275797386,12.9804333784,10.3556966978,-2.1129112627850284,1.21131
MICNIW,4.82166,650.368,3.4529911767,8.5853273811,5.4501314837,-3.4775935895820225,2.18373
NAHFIO,5.2589,860.84,1.1963266459,5.7349959487,5.0839300701,-3.9969748422233264,0.49555
RUXKUS,5.88596,690.191,2.836173131,5.9696477865,4.0548782266,-2.026255332045656,2.823696
WAMRIN02,7.24883,1329.81,3.6949477052,11.1183710651,8.5778528204,-3.354666170658389,2.155155
WORREC,7.54466,2676.95,0.4943978455,17.197758376,14.153345843,-4.494527135217703,0.558786
YARKEJ,5.07878,543.849,1.6508684699,4.4446424525,4.2394450057,-3.729123273124761,2.249045
COKMEW,11.49614,1464.6,2.2905901798,11.6918301578,8.2430206497,-3.8282618483364543,0.328267
IQOHUT,6.95469,1539.24,1.0514681203,10.7963769691,9.1620449775,-4.125187803517263,0.2166469999999999
HABRIN,3.86703,8.41161,1.0087945528,2.1286736077,1.3600314582,-3.794254459057338,3.058514
DUZWOM,5.4110700000000005,685.063,0.336170228,3.2378377752,2.3510826385,-4.611538220744313,1.726689
EBEMII,4.74887,260.007,0.6979767433,2.2221853482,2.0224124388,-4.1334893668815145,1.6396380000000002
HAWZEM,4.83947,665.5889999999999,2.6445456839,4.9457865748,4.5179011856,-3.3024472370278666,0.926001
HIZQEN01,5.09985,782.87,3.8857894212,5.5112561765,4.6244073054,-2.4871595739082,3.191242
MUTVUT,4.81469,181.417,0.7673567501,1.8800183584,1.6775351108,-4.00885502972747,3.438597
NIJSAC,3.99361,34.3137,0.4904234083,1.3146966523,1.1372258908,-4.24060716965699,0.996555
OSAWEL,5.275,950.186,4.4090875862,6.6720804476,4.6779894646,-1.898999151458823,2.076878
EJULUS,5.35074,384.535,1.6766246561,2.8015318074,2.3566729196,-3.2629664686661224,0.4720689999999999
MAZSUD,5.33307,1133.52,1.6196857958000002,7.999911615,7.1631447866,-3.8735633620937446,3.232831
VEJYUF01,5.23877,474.602,1.2707415997,3.0768543629,2.5075666365,-3.790852414571345,4.366628
XESKAJ,9.85685,1238.9,6.0484751021,9.6849552028,7.0968639271,-2.6620817274273265,4.203474
YUSGID,4.4966,356.991,0.8092878172,3.2447029053,3.4011361233,-4.180198196428171,1.663177
QARCET,5.6311,599.27,1.0662779449,2.9751671301,2.6583024962,-3.887468727552191,2.167796
ZERQOE,4.4965,238.912,1.3662067908,1.9315761305,1.9263344173,-3.115186517232868,2.724346
TIRLIQ,5.16708,554.571,0.9532424402,3.6392241863,3.1985753538,-4.031789388088407,3.080805
GUSCIH,4.84675,380.872,2.3921915622,3.3398133461,1.567461414,-1.910359783037801,0.939361
XUVHEB,6.21978,1148.98,1.3280695249,7.3085367448,5.9122413886,-3.978893431567878,2.4279260000000003
IHERIY,5.24257,427.432,1.6747390167,3.5869469197,2.4693510053,-3.2733257569448213,0.2339110000000002
DUZPUL,7.06957,2274.55,5.6896165886,14.8510556702,11.3490999009,-3.043606313668353,3.207839
OJOZOE,4.69826,272.355,2.2071998251,2.5876609009,1.3454271735,-2.643991361872178,3.745215
HUCXEK,6.73085,1135.14,2.3860450487,6.8658551601,5.7897509404,-3.085234920010167,1.316141
ZUSBOG,4.86162,637.213,2.5099260232,6.3822150533,5.9189888824,-3.538818230499764,2.565047
EBISEQ,4.75207,263.063,1.3882251154,3.4439707563,2.0940210661,-3.645392217210736,2.980194
LONVIV,10.81251,1476.73,4.1922601297,11.9372978416,7.940903319,-3.446450707649047,0.112757
HEBTEP,4.72105,397.689,4.118472494,6.286486883,3.5814893978,-1.1965872720621975,2.58336
OKAYUW,4.44294,256.9414,2.208548011,3.6102142331,3.5429885178,-3.273333906129178,2.611432
EHAFEA,5.41079,655.477,3.2674839297,4.6298486134,2.8146627264,-1.7343120998806971,2.1032010000000003
XUGDOU,5.59886,415.405,1.2483595253,2.7023931794,2.1378304433,-1.8905699552279895,4.064282
PAPROO,7.19025,702.745,0.3494930545,2.7582441877,2.8930993652,-4.546493608344037,0.935137
XUNHAQ,4.43369,824.028,2.4814647344000003,6.2295869123,5.8626513456,-3.524019541470628,3.256159
EKOKIA,6.37814,1032.05,3.6992754292,6.8449282036,4.4770153023,-2.1155280708636237,3.287434
OGUPIQ,5.83456,433.936,1.9678564231,3.3475321368,2.9701822243,-3.141299822205767,0.206288
PEPLEC,7.22831,1442.68,0.4938261383,9.5379483979,8.0361691809,-4.50303577571707,0.381173
XUYXAR,4.42154,235.574,0.9767962733,2.9293237391,2.9970200689,-3.9492993788432216,2.525172
EQUBUO,4.678,548.039,2.4793931179,2.9993526271,2.6153212166,-3.157995199577526,3.676124
UZANEP,4.6214,207.035,3.7270338931,4.7459978525,1.9405219315,-2.2392217821087583,3.022544
TOBKAY,10.72174,1530.8,2.4529117692,11.5187349429,8.6230106306,-3.1835803775152427,2.443752
ETIXEM,4.4488,92.9157,1.4202864037,1.9586856245,1.6801690575,-3.0248817319847383,2.751574
DOYBEA,5.83429,1342.36,3.6139983305,9.3554910794,6.2629113713,-3.386968348354616,2.8688770000000003
EWUCOP,4.517,736.119,1.3740236417,9.024275813,6.982272476,-4.004171828513293,0.7837540000000001
RIPNOV,5.18205,318.39,2.2741046436,3.3047036909,2.9604422389,-2.722785152828329,3.677709
AJOVEB,5.15455,515.541,1.5109908489,2.8228399138,2.4138894688,-2.960720751191896,2.9431700000000003
UYAQAN,7.19018,627.909,0.4730793268,3.7913999995,3.845841779,-4.4796501168931,2.82598
ESATAU,4.73557,396.421,2.1312991284,3.5126149988,3.0489435777,-3.156928632482733,1.963304
KOMGUP,4.6880500000000005,313.658,2.0920138991,3.8592306053,2.7336049809,-3.4660386619853947,4.048655999999999
MINCER,3.80785,4.8977,1.0069111994,1.9604874714,2.7879903192,-3.640156931796549,1.887301
MOXNUJ,7.33692,1756.01,2.3640213693,17.7988519835,10.8704364262,-3.766481019324574,0.958962
NAWWUG,5.71546,1036.6383,1.9880843095,8.3017136057,7.0240455943,-3.5433273356848067,0.935024
YARYOF,4.91899,753.443,0.4307857015,7.2699174219,4.5384494357000005,-4.531320428478764,3.3816710000000003
DONNEA,5.83858,1189.72,2.9533429868,7.577629188,5.7908600031,-3.59444875171769,2.798929
MEJZOS,5.26465,213.225,1.0852506503,2.5942060296,1.8838676428,-1.7653308918110937,2.928997
EYIYES,8.23387,2273.51,3.64439412,13.8546650097,9.4661532081,-2.500035387451827,2.337792
PATWOY,7.80785,1333.17,1.4381667414,9.8944049367,8.5633089752,-3.6245522154448166,1.564773
WUFSAT,3.89191,24.2533,1.0032071275,3.6636081021,2.4543023388,-4.0116479842443376,4.086508
IDUDES,4.4794,329.886,2.3855423576,4.7860653385,3.4485695796,-3.368264093725756,0.236411
VEJYIT,6.4229,1707.69,0.6589671434000001,9.9546032082,7.9458432558,-4.342635276568073,4.403012
APAZIC,7.1095,2097.72,3.1058419083,12.777036069,10.0649650071,-2.865207918091442,2.255602
GASSUR,7.13166,1478.49,0.8694026536,9.3001751928,8.3500429347,-4.276084826505183,2.977317
QQQGTA01,4.74958,212.71,2.8667601539,3.3793317068,1.2180964556,-2.514910605236111,4.420867
QOZDOY,5.27343,837.373,2.9816771881,5.2393010163,4.9374476349,-3.2306175037822324,2.244078
COKMUM,11.78987,1470.97,2.7425016907,12.4617950326,8.381842413,-3.705456621773709,0.70824
PELXIP,5.04305,355.978,2.4006660702,2.8686581965,2.1475681815,-1.910292661154419,3.3256060000000005
DINNIZ,5.64071,1166.55,2.2667534944,6.1630348249,4.9606631707,-3.319477752908857,1.688964
DITTEH,5.93254,1734.06,5.0243564285,11.2833746622,8.039217602,-2.7282791766376566,2.980798
PUZTOV,7.33778,1456.9,3.7384436471,9.9854192312,8.2093679728,-3.439156406054608,3.230427
ROCZUG,6.74711,2343.44,1.1236358762,11.8718384709,9.5316622664,-4.021699851639598,2.454569
KUMBOL,4.47768,154.084,0.8289630043,1.2953002068,1.0144826887,-3.338337782405037,2.985314
PAFNES,6.77184,1273.42,5.7892876595,9.4692134657,6.5997595944,-2.576339695546969,3.172396
KOJTOU,6.48228,1561.51,2.2345461451,9.6671228528,7.3854754964,-3.16864285492184,0.661553
ANAWIX,5.45667,1232.48,4.4373375703,6.2812149377,3.8105496498,-2.1502655759077065,3.334104
CUGVUW,6.46234,548.432,0.3881939328,2.5507599312,2.8946542059,-4.552854377248816,0.880979
OTIPUE,4.56896,399.664,1.7450027939,3.2218762904,2.7446329314,-3.185024971081787,0.565068
NOKPEJ,4.49218,257.959,2.5007112126,4.5400518727,1.9842192169,-2.6424481867338065,4.118815
EVUQOC,5.3745,794.759,3.3858909198,5.0037643238,3.4498612452,-1.645257876575832,2.338669
QUZVEO,9.48553,1431.98,2.332400201,7.4086904235,4.9682056688,-3.3352208015486062,2.72512
WECFAN01,4.19243,196.906,2.6309091087,3.0130040208,2.7730467999,-3.123768299167342,0.4075959999999999
OCUNAE,5.43724,853.22,4.6271792912,7.9115883062,5.0001103136,-1.7235956459864934,0.682609
LAGQOB,4.896710000000001,1276.92,4.1341037716,7.1916444376,6.1711693615,-2.066576494346046,2.369072
EZUCOS,6.20321,802.559,1.1232102306,5.0741980829,4.575324658,-4.0113318144066925,0.008731
MUPYOM,4.5152,361.336,2.4481845914,4.475334748,2.5684091207,-1.998240334112982,3.498606
ETEKAQ,6.79458,2043.78,3.212711394,11.2027535682,7.4965207593,-3.037577623968176,2.02241
AWIBAL,4.9496,666.751,1.9955185532,4.1299530987,3.746065818,-3.5711090902202733,1.144471
OSAXAI,4.39347,279.715,1.7495845351,3.0426955509,2.7503107987,-3.369840717951908,1.664798
NUCBIY,5.06822,450.964,1.1091527928,3.8266549664,3.7700273397,-3.949635713096214,3.185637
VIVXOP,6.4906500000000005,946.603118,0.6795156937,7.2492325385,5.8473780078,-4.330436748134972,2.313128
ROCZIU,6.78863,1828.45,0.9547811401,9.7171071207,7.7924067607,-4.165026447473619,2.162231
GEFZAU,6.43441,1134.748031,0.6117478837,6.3867606159,5.572111872,-4.306643326240075,1.79041
LULJAE,4.24556,238.294,3.3964129892,7.7565771611,6.4750822274,-3.474795764852572,0.4412370000000001
EKOPOK,7.61675,1079.61,5.064929911,7.7845852297,5.769909253,-2.570081460630213,2.880486
COKPUP,11.57951,1503.13,2.0532743287,10.9729032967,8.0804774266,-3.849790225024217,2.136242
AXIPEE03,6.5428,1205.91,0.5990282223,5.6359907199,4.7476013064,-4.403418297362143,1.187574
HARNAR,4.02535,36.1435,1.2806030601,2.3918136483,1.5495520643,-3.618740479451152,1.621781
LIFWII,6.15746,1353.5428000000002,1.9802274078,13.5827793354,10.5025280267,-3.93692947435704,2.704768
PUPXII,3.89064,20.6588,3.4518037048,3.4883533054,2.4760716045,-1.9831546172494217,0.3089430000000002
WOQTUT,7.74164,935.486,0.0568232908,3.9190947644,3.9143840544,-5.425808941302676,0.217239
IBICAZ,9.97802,983.01,0.2739181596,7.1550672487,5.8402186111,-4.7462671407406845,3.027824
QESYOD,7.06657,844.198,0.3524854771,3.3006245923,3.2196090864,-4.622569890652489,0.619605
INARUM,4.27147,283.521,2.9124540545,4.7484567292,3.6480412468,-2.699304539899812,1.962211
QUPDEL01,4.31787,401.762,3.2908036614,3.7188601315,3.0534441601,-1.3537315829763037,3.070796
YAZZEG,4.60423,227.783,2.6934912996,3.4947448235,1.6559210497,-1.761274118150925,1.593833
VONBUW,4.78685,175.48,0.9965180316,2.0466648064,1.5490304057,-3.7626774866784567,2.677306
NOFQIK,4.9549,570.688,0.4213542395,2.5710525854,2.5425849783,-4.512947926137414,1.07247
HAWWOT,7.05521,2227.96,4.9866172869,13.276251239,8.3236572808,-2.6580434487726143,2.395622
ENISUQ,6.6554,1581.33,3.1318074055,9.8283423776,7.65218817,-3.0922737823881747,1.478479
IXODUV,6.94577,1582.65,0.5121320248,10.2114454253,8.2894896485,-4.489982092657748,0.344495
SUNJER,4.80272,1165.53,4.0319520434,6.5938483145,6.0195281259,-2.0763187975008845,2.340606
UVAROZ,4.79706,208.376,1.6532231442,3.5160610617,2.5161745924,-3.3834541224520183,1.909453
OSIXIY,4.45544,199.496,0.6935291515,1.310516802,1.5122125511,-3.951158270344026,3.023428
PIZQUM,5.38703,934.961,2.3783415767,5.3720060669,5.1143816248,-3.5033913505262317,0.259009
WUTBOC,7.17175,693.426,0.3726734804,2.7628172344,2.9687727049,-4.5103438047594,0.953871
ZEZQAY,6.85728,1379.8,3.6794221338,8.1233458626,5.6011569312,-2.7664455072854763,2.716654
KINDIW,4.37637,212.86,1.8398737765,2.8862626422,2.4182536916,-3.143891887472868,2.847353
WEMCAU,4.83981,1816.67,1.6790337607,5.8591633454,4.8338238182,-3.243481798554302,3.165969
VIYMAT,5.60515,1307.17,4.7992373312000005,6.6196640456,4.6438988135,-2.5540005973869784,2.627886
BUKYAJ,5.1020900000000005,752.828,2.4425993354,6.7695494862,6.6423341114,-3.58922276662279,3.866396
EBEXEQ01,7.07406,1347.02,2.4720285279,6.394765156,4.924548444,-3.732183178061196,3.559219
OVIDON,4.40281,175.126,1.3264491436,2.41618118,1.2071504832,-2.355035848272489,2.893732
UFEVIL,6.7577300000000005,1010.98,6.1849841885,9.1041666022,7.1287683222,-1.9832340011109564,2.794719
KIYQOA,4.7603100000000005,674.833,3.0318495495,5.1174722499,5.0369148712,-2.935478368831279,2.60718
POKVIW,4.98572,211.608,1.5429782712,1.7520315409,0.9053841574,-3.580072324684451,0.871803
QULMIU,10.29771,982.33,0.3219882207,5.130382275,4.2883903974,-4.699022122801018,3.185093
KAWBOB,7.62136,1362.7,3.4108318178,8.971923863,6.6162449357,-3.173778728638156,2.080797
QUQBAH,9.66456,1669.96,0.5474518579000001,15.8421514502,12.7091552361,-4.441885691571684,0.0846200000000001
DOGZIJ,5.26678,572.739,1.1665967814,4.855769648,3.3040997407,-3.94675248361533,2.510634
FIMXUW,4.9624500000000005,477.565,1.6629314039,2.8500929264,1.6219462132,-1.9405009548395704,2.63904
QUMFAG,5.75425,747.84,3.3535655159,6.3071685245,4.5752908319,-2.4703682023068314,2.555661
KINFAQ,7.6173,1446.6,1.9709872406,8.1196143715,6.6174887073,-3.811352704000283,3.044429
LITDAV,6.01025,1264.68,3.5086404213,9.1448747204,6.8384753482,-3.221418287657265,1.947558
MOYYIJ,12.42053,2063.91,0.8440304047,15.5510478208,12.6706021398,-4.185751072078461,0.5908370000000001
DURDAX,8.5072,2495.17,2.6436491658,20.4779665224,14.6370178395,-3.5887221408655736,2.95335
IBARUA,7.1268,682.078,0.3690480345,2.5977770304,2.8374911641,-4.501439970890178,0.93408
FASHAK,5.67537,1428.22,2.5968298716,6.7156414511,4.6475668564,-2.610090048227967,0.6029690000000001
WATPIT,4.3307,67.8595,0.5134039838,2.095990412,1.343805492,-4.250253638589361,2.815611
ZOXTIR,5.9558800000000005,425.053,2.3011732461,2.8056147903,1.6727642674,-1.3625222787958604,2.724804
HUQHEI,10.39855,1724.17,0.6497104293,16.12500924,12.9160662768,-4.313527292171861,0.5758539999999999
EZEQEH,4.87284,648.846,1.7467518135,3.9380129699,3.5334060798,-3.63757030729942,1.74759
HOXKUB,6.32021,1043.24,2.1360367015,5.1751418056,3.7093665195,-3.682298031421356,2.862451
QUPHUF,5.02709,423.62,1.1413825744,3.1112089601,3.1631025631,-3.713559249572517,3.003914
YIHBIC,5.86609,1413.28,6.4168469011,11.5203731392,7.7643451494,-1.4917599072361152,2.364624
ALUKOI,8.54787,2925.9,1.9634279384,24.2974249786,17.0917775403,-3.522489502379397,1.703048
DIDBEZ,9.17575,1314.92,1.208046077,10.1699188878,9.1947927951,-4.117552879232622,0.597983
TAPXIT01,5.69893,404.01,1.0515794995,2.0958940106,1.4495658850000002,-3.898115512832458,3.276288
WOPHEQ,6.45599,609.611,0.7753488428,4.9245369427,3.245696784,-4.169023398036857,0.438638
QOSJUF,6.12081,1247.13,2.3955597583,7.0838088689,4.8282954554,-1.3373507555128668,0.8255889999999999
PEVLIN,4.23888,155.554,2.6193575961,2.6342887906,2.4199278225,-0.5777467620946495,2.984867
APAYOH,6.13125,1841.45,4.6572418171,10.1027849498,8.2471942773,-2.374334699508012,2.798149
HIFWAV,6.82644,1125.16,0.6629120042000001,5.8162605236000005,5.3027092895,-4.202331597170359,4.4969920000000005
OKILEA,6.35409,575.7407999999999,4.8740636798,8.8614955851,3.9257383574,-2.4077677097759898,1.014427
KUDLUR,7.15013,684.97,0.391245569,2.8118262084000003,2.8824503778,-4.483105176421813,0.935057
CEGDUO,4.82541,478.246,0.7779949369,2.3970754632,2.1775122744,-4.045679324588659,3.484306
NOHHID,3.94586,13.0775,0.6240604052000001,0.8427422781,0.8237641648,-4.194899638577527,0.7189530000000001
UTELIQ,6.45449,1262.56,6.69728889,12.5474599767,10.0230777659,-2.297297253134776,1.4908670000000002
HAJLIO,5.88281,261.745,0.6441022341,1.525893861,1.2416908895,-4.103546538441456,1.108353
BAHMAZ,5.11483,430.4258,1.6342253979,4.1427957367,3.2681193654,-3.5080978758799155,2.582073
CUQRIR,5.69204,1157.22,1.7032051702,7.3702215404,5.8915058672,-3.853332533471173,2.354162
LITCOI,7.36237,1314.82,4.9306607994,10.449133717,8.6016675664,-2.6359915079432943,2.067075
MIZKOW,3.8316,3.12045,1.4153660363,1.8516404712,1.6969687212,-3.390432268159346,1.50956
PASMUT,5.21671,1237.33,5.3005951344,7.3803652106,4.509984707,-2.0866074056531776,3.827323
AVIMOI,5.73292,865.313,3.7583058325,6.2061978886,4.526361568,-2.6435438879049213,2.528643
MIHHOA,4.98547,270.958,1.4321177856,2.9953623539,2.459269724,-3.261000764322045,1.981053
QUPHIT,4.22766,288.82,1.6931188126,3.8082128633,3.9046333772,-3.386586343532477,0.460209
WIFGOJ,9.99348,627.716,0.257641964,2.7707347891,1.8422106339,-4.662602642564385,4.148675
IKOZOZ,4.93652,887.585,3.2685713095,8.0368066006,7.3537702582,-1.3362745814690902,0.564562
LIDWIG,6.16997,872.791,1.5291715254,5.6353319367,4.7269570379,-3.900567992868288,0.400978
FOKWIN,4.14623,113.466,0.7362821948,2.2721159928,2.7079055767,-4.005184157118365,0.690909
IKEBUV01,4.90885,1269.79,2.8811947893000003,8.4401818971,6.0040418671,-3.7452151434915257,0.8528830000000001
GAPMUI,4.37066,133.4,0.1075444147,1.9588272831,2.1646813445,-5.132529565784037,1.763455
DAPHOU,10.96282,2246.14,1.484350946,18.3501448261,13.1121885667,-3.881285666282985,1.852894
OCUGEZ01,5.7662,1106.33,5.7318604374,8.182254377,5.0516747845,-0.9515970438472602,4.854172
ESURER04,6.9676,1243.8,1.1742330489,6.5752618696,4.8105667693,-4.052180192383264,0.143482
IYASOS,5.79357,1317.45,2.8529811238,5.9169540146,4.7775329119,-3.343145078730216,2.957139
USOXEH,5.26933,1314.33,1.0274782669,7.1011654141,5.9187122515,-4.111594709185838,0.571268
ESEHIV,5.10587,588.268,1.9440409275,5.1789168648,3.8831253014,-3.641130901621767,0.530288
HUDWUA,5.86312,1190.42,2.3420350596,6.8072171139,5.649577843,-3.611256006752497,0.1111649999999999
QIVYUR,4.21696,297.576,1.7914571804,4.3970917417,3.3309826853,-3.547698241547128,1.73501
DOKDEN,15.14217,1668.3,0.705894798,14.4286271072,12.2896223454,-4.296662184954115,0.5859020000000001
MEKBAH,5.23285,210.303,1.0033289067,2.4159375053,1.7924103077,-2.2337217752937337,2.950513
OZUKOL,11.66314,1467.48,4.3877728795,12.3657799674,8.5031154623,-3.427447849437243,0.90855
PEVYUM,4.01364,31.1432,0.3703220443,3.0944289046,2.8805054209,-4.545402072305459,0.2667269999999999
DIMQOH,4.68881,381.044,0.8928559809000001,5.0591568036,3.6292053082,-4.170236440191612,0.705928
QADWOK,4.58729,387.332,2.7425703414,3.4491966673,2.7355659176,-1.9246939746362903,3.316335
DORYUG,4.30529,299.606,2.1929269999,3.2113146204,3.3952883127,-2.85002691703662,0.81592
RAQVEM,4.14606,52.506,0.4429481666,1.3557481331,1.3758711284,-4.284774070737708,2.473994
XEGKIF,5.20553,674.749,1.7329846385,5.2360453145,4.1919568332,-2.7304006724606213,1.33809
GURZID,3.81217,5.66967,2.7986193168,3.7793110906,2.0649927177,-2.3990053357118635,0.878273
SABZED,4.43879,183.782,1.9528827031,3.2086735165,1.6791270816,-2.120553155054797,1.016299
GACVIS,7.02111,1855.4,1.3042992906,10.7249986186,8.1939223099,-3.970794847429049,0.2684580000000001
IYAZAL,4.69205,576.081,4.543934148,5.5090571073,4.3208554129,-0.8221577259109817,2.83576
UMEXUF,5.96732,1313.93,2.9795494067,5.6251795085000005,4.0670321308,-2.6340255782974014,3.011891
BOJYIK,4.83494,432.558,2.8549932592,4.7632408871,2.4714786168,-0.9808753977763524,3.298437
GOYXOJ,3.91618,17.6576,1.2092494291,1.6602970385,1.543867663,-3.421278293375169,2.287277
ZOHBUV,4.01075,30.7255,1.4695959956,4.0967791002,0.7531006087000001,-3.918443877728072,2.886452
SIVGIP,5.24448,1248.13,1.1030144895,7.46544535,5.8866858522,-4.092871452697564,5.306719
XECBUD,6.7807200000000005,1900.38,2.0658304381,11.3389993844,9.2807605518,-3.817271581875732,1.464942
