CSD code,Largest included sphere diameter (A),Total volumetric surface area (m^2/m^3),CO2 uptake at LP (mol/kg),CO2 uptake at HP (mol/kg),CH4 uptake at HP (mol/kg),logKH_CO2,Band gap (eV)
AWAHEM,7.6574,1518.77,0.3616202678,3.9924784513,2.8968969809000003,-4.292784216506297,
TAKYOV,7.07022,370.647,1.9358932475,4.629441037,3.1419684851,-3.5762692980426376,
XAPCOJ03,7.31075,1397.9,1.234282451,9.5803149951,8.3726810097,-4.126566042933845,
CADQOP,6.71582,1995.27,4.7736947422,11.802486503,7.3741427039,-0.5349147124425672,
ILUHON,7.0969,378.932,2.1563861786,4.7856178273,3.0374440315,-3.5651198566946,
TASFAU,0.0,2464.26,3.576781826,28.3230668889,16.6962561065,-3.56689771678944,
ja808995d,17.63142,1368.96,1.7557536819,12.7448609511,11.1744483789,-3.504772132817376,
NUWVIM,4.95462,437.287,1.6034179781,4.2534371372,4.0979829423,-3.659157468921741,
NEYYIZ,5.7796400000000006,848.317,0.0570175124,3.9898597739,5.2120088088,-5.412835894414951,
PUGSOB,9.50607,1989.72,0.8711706666,13.2443039233,11.0044946878,-4.161534390605835,
KEDJAG01,5.62745,2143.029791,0.0965184388,8.3285242374,7.4297147509,-5.2003376404041,
HAXNOJ,6.09414,1818.18,0.0897245464,5.8502082463,5.2027327811,-5.217664279003653,
IWIPIO,5.1039200000000005,1994.98,0.0693742289,5.141520248,4.7225909347,-5.330350318875366,
SUNHIT,5.0304,512.928,2.8458361652,5.3095222625,4.2735773743,-0.5845725506751208,
ATEZEG,10.12518,2238.54,1.2244547388,18.1223679255,14.0663479222,-4.060833317931344,
KOMDAT,8.28379,1070.21,0.4964846338,7.8335008355,6.5855492505,-4.497978684205606,
KISVEO,12.37009,1620.88,0.0333246699,2.9321952899,2.9594972831,-5.651882138059284,
EBOBIJ,6.08923,1390.2,1.5302718808,8.72727872,8.0181765239,-3.94532567364816,
UZUNAF,7.30425,931.292,0.2723270446,4.3660793906,4.0607365272,-4.753238066473947,
FITHIA,4.35737,453.505585,1.1553856319,3.8447460371,4.4573878045,-4.0035456830212,
WAXJAJ,4.1185,134.664,2.2988914819,5.5063685749,4.156031963,-3.5634430081235204,
WUHJAK,4.55812,151.013,1.2172808932,3.3634230348,3.3917083195,-3.949025092055548,
QAPPON,4.75518,466.199,1.550798902,3.9593829809,4.4910910295,-3.704679253349232,
RORTAV,9.60382,1973.482,0.4869467056,18.1800416071,15.0164137977,-4.498825671839271,
IJASOC,6.30976,1636.28,3.2481907781,11.3064236736,8.3124501127,-2.025204243560407,
ZUKNAW,11.21967,2475.93,0.2574901831,14.9088910965,7.1805364912,-4.77740577264591,
MABJUV01,4.71712,288.249,0.8276278730000001,1.9735346456,1.835301072,-3.996832543192581,
MARJAQ,10.63499,1086.77,1.15921586,6.3672479889,5.2480169544,-3.904830648568245,
SIRBIG06,4.1335,153.61,3.7616627827,6.2484021661,5.9238894318,-3.514519915276175,
RASGAT,7.32111,2625.65,0.0645747238,5.8404926877,3.8524201315,-5.36860392482205,
VOGTIV,11.63962,1455.38,5.6392453755,14.4347915946,10.4404906411,-3.168896513278867,
VOPCEK,5.9572400000000005,1035.18,3.6140831655,6.3619604108,4.6867218125,-2.4588852501872625,
YELYOE,5.04252,393.054,1.8898060628,2.7384389476,2.6555711807,-2.557427737628777,
VIFBUJ,6.06214,492.038,3.6515460319,4.1362112995,2.1627101861,-0.4556925392684407,
QIVJAG,6.03486,2605.72,1.4321253122,11.860358601,7.7620555116,-3.777189918574429,
PALTIH,11.04439,1656.7,0.4705003394,13.6864438084,11.0653363684,-4.476191124094576,
BEXSII,6.27069,1757.96,0.9059672664,12.6192530878,9.5769118747,-4.204060922622377,
LIHRIE,3.80682,3.13664,2.4713448868,3.8179402404,2.5293780019,-2.833922319803511,
OTEHAY,7.22049,1452.06,2.7727965525,8.2683747265,6.9842402254,-3.81864526838064,
GUJREK,6.69718,839.095,0.8886349282,5.789780207,5.0078839371,-4.140401222339485,
YOQYEK,3.96635,31.7203,2.7985711148,3.7506403889,3.1489828784,-1.4014885377579724,
PUDSIR,6.84685,1948.74,3.3918219709,10.7217689566,7.8133425314,-1.67358425262287,
XEKCAT01,5.91545,2076.5,7.6414092925,13.089191736,9.972468453,-2.6430185990068686,
JISVAJ,8.23302,2235.99,2.7577426231,14.3693998467,10.5555086566,-2.744908488640469,
DAWBOU,5.38914,724.44,1.1786992228,3.5762001511,3.201662698,-3.913996294381618,
NUYVUZ,6.25474,942.88,5.8401610827,7.7487325433,6.0661422409,-2.262485335200473,
FIPJAR,5.38201,728.284,3.9745767698,5.2419681413,3.9775413707,-1.834248353376072,
BETZOR,7.75357,1347.28,3.6400841834,8.9670220216,6.8844708705,-2.722750746088801,
HOJLID,8.3495,2844.37,1.2063707169,20.6038345011,18.1608372283,-4.061544322971971,
VOBGEA,4.64455,162.419,0.828320825,1.362680417,1.4179571698,-2.4985559343358306,
TIRQOB,6.9378,1273.65,4.2886095191,7.5743361297,5.8139159604,-2.873206449485521,
CAHNEF,4.2178,84.4444,0.9890762911,1.367061255,1.1983125035,-2.7063082577240345,
LAVTUZ,6.84748,1357.74,1.1970688133,6.001067751,5.0671137687,-4.118131098168576,
RONSOE,5.16012,559.707,1.5148721031,2.8274289037,2.4903400893,-3.5542152673718377,
KULLEK,9.57077,1539.79,0.9604096424,12.2343754516,9.385926441,-2.359161932108493,
VASFED,5.86586,1275.98,5.1114491587,6.2431401442,3.6919449609,-1.8465479611605236,
GEDTAM,6.16288,1914.77,5.8548610293,10.6398006125,8.3418997364,-1.1669498339453772,
ICODIP,12.5506,1492.32,0.2678691556,12.6808033761,10.138658696,-4.73115301734724,
LEWVAL,4.94043,275.179,0.8583606713,2.504233553,2.4157322461,-3.896292039565223,
XANZAQ01,7.80283,1362.94,2.1800905668,11.6684723219,9.4846212525,-3.666724058742708,
ic100188w,7.49679,658.853,0.5710235571,2.3200346876,2.0529702399,-4.305515016377845,
NETRIN,5.56191,556.117,2.9347087464,4.1947413354,2.8531244792,-1.8747595335657508,
NANNEY,4.84708,220.541,1.0628123531,2.3636731603,2.2753901399,-3.633524743791996,
SIQCUS,4.79944,551.49,1.0401315372,5.0250145809,4.1283422022,-4.087064097432632,
KAKBUW,8.93435,1014.14,3.7234210599,10.2306006819,7.1937612751,-2.8897302367948114,
BAMKIM,6.79615,1250.79,0.3284616668,7.0676117706,6.4399401966,-4.6677029613111145,
FUHNED,6.48528,1194.84,4.6013218586,8.2618254602,5.6555272407,-0.4295609763367733,
ASIQEA,8.85064,1351.58,0.5808794014,10.6187732549,9.2641865689,-4.44760923703879,
MAQRAA,6.97366,1310.08,0.8230276253000001,7.9765422013,5.4991104353,-4.2624916938196105,
ABEXIQ,4.80529,600.107,3.3418525535,4.408125238,2.4305415118,-1.3342061349255447,
VAKNAZ,6.16822,2072.45,1.0129915687,13.9762623736,11.2409487887,-4.138515771870254,
NIGPEA,10.42385,1902.28,1.0716365289,16.1706328644,13.4421886808,-4.081671319385287,
RIFGAQ,13.18615,1943.59,0.7407250576000001,14.6466453546,11.1946746033,-4.128806654236228,
IMIDZB10,11.74145,1464.18,0.1876652387,10.9546961434,9.2142128812,-4.90380281462082,
JIZWEW,6.00475,1137.73,1.5208533514,7.8218033974,6.4071252855,-3.94473255020798,
acs.inorgchem.6b00894,5.39452,320.185,0.8837696864000001,3.0912581516,2.0863529273,-3.9933329024186137,
AXUHIL,5.52712,533.422,2.2101110501,4.3895023355,3.31486095,-2.669223113481834,
CUTBOK,7.33815,1972.98,2.7179316856,9.990982354,7.273923705,-3.0339235337140664,
WEVQIX,8.30134,908.469,0.0855816127,4.152151089,2.8680057614,-5.245869630820973,
OGOWAJ,7.34237,1424.99,1.297213021,10.0564224802,8.5422612685,-3.942607793323392,
ic502725y,9.62394,1693.74,0.2379662144,6.2169030206,6.8558867299,-4.790699504840295,
KOXGAH,5.583,803.602,1.2450066666,4.4354938159,4.0166232795,-3.97626617259785,
BEFNAD,4.17854,156.606,1.5413130779,3.0516930461,2.4766431719,-3.723483050822313,
j.inoche.2015.12.004,13.09989,1068.9744,1.4421995191,9.5730267557,6.6625118605,-3.666504361293477,
EXEQAA,7.25351,1458.69,1.4264413874,10.3453223793,8.7714797036,-4.049012389493646,
HAZGOF01,3.88897,4.14224,0.2540327365,3.3115066065,2.0512576357,-4.766065203269315,
IBASOV,7.32486,718.243,0.3523974456,2.9829931725,2.9983763497,-4.574661451720367,
VEDFUH,5.95596,1246.25,1.0928108234,7.9514793651,6.943545173,-4.115050084162521,
LOLVAJ,4.04776,61.4022,0.5462091444,1.2415014184,1.1569205586,-4.191341454918987,
OVIZOJ,4.42185,152.11,1.9498667637,3.6877238105,1.8571927642,-2.210194443549604,
DEQFOU,4.43033,324.1992,2.406559049,5.462775029,5.0886424751,-3.4918919870147698,
ETECIR,4.32284,545.914,1.0638838542,7.0074306092,4.6151695192,-4.166287589188865,
JORBAV,5.6025,857.167,1.4494600449,4.3463026667,2.6688580488,-3.355043717173482,
REXDEF,8.48446,1494.01,0.2491372535,5.9878851611,4.9766779939,-4.787466163813393,
FIFMOX,6.04512,1445.82,0.8905294138000001,9.6455759793,8.9579797255,-4.230349479327598,
QUJKOX,5.83219,732.367,1.573623998,5.7452424926,4.5788253982,-3.846788996030544,
SUNLET,14.87522,1508.5,0.5889473310000001,14.6413687414,12.5781270366,-4.296952067008235,
FISGOF,15.80637,1995.39,0.2125757926,28.1844180827,21.6523836745,-4.837776233022574,
IGAGUU,16.24786,2194.6,0.3971367199,18.1234878993,13.546952551,-4.587250579028387,
RIFQUT,5.6172,926.354,2.3839364526,4.0551857953,2.2542740874,-1.5961179857494587,
CEKROB,5.35179,427.364,1.1891783982,4.4744959071,3.9186117657,-3.991370024737472,
GOSBIB,10.06569,2303.68,0.5060458683,21.9860421802,16.2916090326,-4.443181478033862,
IKOPIJ,5.93474,1619.35,0.7936494420000001,9.0405060457,6.3837864821,-4.288042691227834,
CIZTIP,4.63961,231.523,2.3506772961,3.754411789,3.7486103778,-3.3725429921034977,
acs.inorgchem.6b00433,5.96211,941.546,1.7161871854,6.0223219445,5.1556048534,-3.945015617771869,
KEDQAN,6.47084,699.274,1.352283908,4.3787918266,4.0662684566,-3.9430951486635273,
DUYRIZ,5.27957,407.02,1.9622731463,2.4267601569,0.9193123709,-0.5312746729524124,
BEFMOQ,4.45554,389.139,2.4588098904,4.2365162214,3.1863531341,-3.0930290693829785,
cg801164f,5.00808,434.282,1.064276519,3.9364807927,2.8450055191,-3.9916724122620337,
RUGXOI,5.21342,970.233,1.2526287977,7.8277817483,7.0231611089,-4.039280038425677,
c6ce00141f,9.56221,1699.26,0.5175370826,15.8695323434,13.0010790579,-4.445882905620093,
YUZJOU,4.94283,123.792,1.418739703,3.1260607432,2.6469330363,-3.3782173761992267,
j.ica.2015.11.007,5.32971,1015.44,0.4417051875,3.8548397957,3.3802003858000003,-4.535847407383215,
j.ica.2016.03.009,5.41263,653.175,0.9724557611,3.6782895711,3.3740236326,-4.138893523218819,
cg200120p,4.24523,67.656,0.3275454535,0.9470010853,0.9842975059,-4.327611169854083,
SARMOO,5.19552,502.447,3.1206210007,4.7789210577,3.0671367976,-1.8691807365514548,
QARTAG,4.89851,108.374,0.7335394802,1.8438527384,0.7709944808,-3.512082856532362,
JALLIU,13.72158,2083.16,0.1041697784,12.9212654236,9.7925984405,-5.156967903588379,
IXISAJ,5.70852,991.397,1.7001121815,4.2512877215,3.3186412384,-3.6294147498658185,
OFEZEF,10.35242,1572.23,8.964121767,15.0825818697,10.44140596,-1.3312274910267548,
XALBES,12.09861,1332.7605975,1.7087534182000002,10.3030884688,8.3254554096,-3.5684529057600587,
TUVDIX,7.26896,443.458,3.1582379297,4.9535511327,4.4663009116,-3.1577690608171736,
COQTEJ,7.76168,2289.81,5.4740385041,20.1615911071,14.9607974465,-2.577104981027959,
RAXQAK,8.01426,1062.99,2.7376651996,8.7111206911,5.9640191977,-3.60719932077014,
NEKREB,7.13295,940.1643,0.510512345,4.0015157774,3.9233760612,-4.3808586490806585,
QADVUN,3.777,1.2961200000000002,0.7096940915000001,2.1315480906,1.2189254126,-4.292400020401454,
HEBTAL,4.70614,387.607,3.9413692205,6.4093667793,3.6424901914,-1.3646459577094483,
VACFUB01,8.53124,962.975,0.2653266149,5.7994716705,4.9713225417,-4.768634917880729,
CUYVOI,4.52428,113.203,0.6081311398,2.6773964446000003,2.0597102071,-4.202395267276005,
NEYJIM,8.63602,667.445,0.3571922686,2.7652606422,1.9101204931,-3.48947375600978,
NEDKUD,7.41348,2454.95,3.0274014788,11.8436208544,6.6884307133,-3.496270585376229,
TEHWEK,5.04484,615.353,0.7103325396,6.3218494191,4.9823945361,-4.2735401313831645,
PAGFUZ,4.29972,278.855,2.2475195918,4.3762258682,3.5278666673,-3.38702446046269,
KEDJAG18,5.65854,2220.65459,0.0951522727,8.5126770406,7.5244995169,-5.2000009254206425,
KUXREC,9.08968,2180.15,0.322550372,17.4529046356,12.7730308974,-4.680173838304359,
JAKBUV,5.57167,1420.62,0.1537936278,8.3156788637,6.7609593112,-4.988721439463529,
RAJFEQ,6.16839,1061.64,1.5099895052,5.524168443,4.1339118027,-3.869280363437048,
YIWMEW,5.71951,1440.35,0.1549209096,5.6494964183,4.5532594391,-4.995433598466524,
QODHUO08,7.07082,832.487,0.6855881793,4.4861575786,4.1161952365,-4.252535365228618,
MIYWIB,7.04459,1616.31,2.0757292932,5.399855396,2.6850752977,-2.992666236219541,
VALZIU,4.42734,338.037,2.7248231478,4.8058420543,4.761456563,-3.0760667362812573,
DUDKOE,10.92488,2265.45,1.4056154951,18.5850383008,13.3237151051,-3.954716148604864,
JITPOS,5.870950000000001,817.885,0.8449905484,4.4583210358,2.9490826449,-4.121386874390152,
HAXMUP,8.05193,1028.69,0.2126780424,6.6997927828,4.1558050331,-4.857219594542583,
UXUPIN,7.3374,2039.07,0.7895950162,18.6458312713,15.3973792249,-4.291438040811024,
HAPPAS,5.66478,804.714,0.5544350526,4.9057812777,4.1699451264,-4.412792075370476,
EVOMOR,4.59198,465.532,2.1911395512,4.1757803863,3.7345208115,-3.327635179227916,
DIXKOL,7.1658100000000005,1120.08,1.6186101158,5.9341450184,4.3944871524,-3.778361499797348,
UMODEH24,11.42851,2682.8,0.4251349818,24.7527361725,19.5629023927,-4.551503923323503,
NOCZAI,4.42954,206.088,1.9922762601,3.3096814662,1.4617899438,-1.5956264688978372,
IMUVES,8.07179,1996.52577,4.3602292969,8.789645738,6.8194423058,-2.7032777849141105,
WIPPIW,6.83572,1413.4,0.7152004377000001,8.1184494356,7.1113403873,-4.287199668078935,
IYODAD,9.11936,1579.8,0.2399725706,8.3012552084,6.4025370124,-4.80959545854201,
YARKOT,5.25265,1328.98,1.3592564025,10.9343602456,8.6100912886,-4.0336719127522205,
KUGZIW,10.78109,1285.04,0.7563631942,11.1344422822,8.8768210177,-4.297578942307321,
XOSPUQ,4.06788,148.804,2.250529582,2.8986408386,2.2281157381,-2.989242239776249,
IGEXOH,5.20725,1761.54,0.2782112862,6.8207073025,5.897067589,-4.735900300399914,
ECOLOX,5.75377,1264.5506,0.0617061781,1.9232274877,1.8362387083,-5.397473392865076,
XUVQOW,7.02178,1453.87,3.3259041505,9.1357967024,6.9490933905,-3.0168348599661936,
PYDCUT,5.31646,1019.55,0.7747586669000001,3.8574526749,3.403954817,-4.22629471864206,
IBITEU,4.8738,733.258,3.2838997707,6.6085684238,6.2917551692,-3.423798061112897,
LEQVUZ,9.63173,1954.88,0.4771251274,18.1541616719,15.0177046817,-4.486243197173759,
QOFDIA,7.0591,843.627,0.6792462864000001,4.4210151278,4.0175008072,-4.262219945898662,
IWAXUZ,9.16743,1429.91,0.3906471339,9.5378401331,7.8651671217,-4.612327262457894,
TIQHIL,4.95366,150.46,0.2997697263,2.6151251207,1.9652689049,-4.615232742552512,
WAVQAN,4.79566,858.648,3.8392821995,5.9547737007,4.9587326913,-1.4340695788190445,
TUMTOK,5.11398,479.308,0.6015633374,2.4369722879,2.355182071,-4.301401910942949,
UBUMAH,7.09336,2428.28,1.9134273698,15.6826837679,11.3232253891,-3.6197634251824913,
ETIXIQ,6.68041,1984.13,1.3090708749,12.1102524343,10.7644262155,-3.99225648817426,
FEWTUY,9.13888,2220.82,0.9438736515,20.6819768342,10.9621527619,-4.072323787813381,
FORWAL,6.09772,726.274,0.7486691152,6.1052628075,6.1551239397,-4.262456722566389,
FUNFOL,9.5586,1464.14,0.6505697001,11.2560390124,9.3659664369,-4.326521987306921,
COCMUE,10.55498,2297.04,2.3953989596,25.6046449934,15.8120439219,-3.191949806579097,
RIBDAJ,5.97505,2075.88,0.4558337706,11.2995349519,10.0228774823,-4.527245012956232,
ICIKIP,0.0,676.267,0.0680724512,2.3132054767,2.1485005032,-5.329067057798327,
NOHSIM01,4.97938,777.539,0.9741279925,7.0668919382,4.4818442718,-4.163717669737487,
SOMCON,8.11348,1587.61,0.5860397544,8.3403745598,6.7387610016,-4.3434696360115055,
PEFJUF,6.61682,1614.03,5.9813002494,10.9644843927,9.0042822222,-2.5226630992353285,
NUYVIN,6.3536,1044.51,6.1149575264,8.1212571853,6.3454308487,-2.398089866120191,
MURBEI,7.16636,2239.48,0.8566257384,15.1091483731,12.2747263633,-4.254055148254739,
COXDIE,5.62039,913.392,1.1948754354,3.8260259309,2.963405028,-4.001652154752317,
DIYKED,4.3222000000000005,252.706,0.1242827852,1.6567418142,1.2651049046,-5.064726066386847,
FAVFUG,6.83841,1588.34,0.8998050121000001,8.9148426692,8.1761597206,-4.149515506840198,
IQILIF,7.54585,1467.52,2.8397147967,10.7724669671,8.8980918317,-2.9122647106880497,
ZUZZEB,12.38417,1897.08,0.3243447596,13.9416627735,10.7834411001,-4.678269043992262,
GIRYUD,4.50395,151.513,0.7142767118000001,1.6264877052000002,1.4384979579,-3.947948935594912,
FAVHAO,4.95666,558.811,1.3571056954,2.7496799626,2.2937926174,-2.9864970864389444,
ULASAD,8.38485,2235.01,1.708670152,20.0922811479,10.9683230834,-3.920619747916903,
ISUCUV,5.63872,904.82357,4.0800350392,8.6978232524,6.1687339319,-2.7512569729004395,
NIKJOH,5.92614,888.017,2.9868759330000003,5.8217042307,4.2951250238,-1.2076755613055925,
WUYYEW,9.26232,1831.78,1.0392133821,12.8885284304,10.7882457309,-2.7913060952156585,
HUFYIS,4.3139,107.812,0.2966520608,2.1069192935,2.2269940674,-4.638941114770581,
EDAGEX,4.90414,476.397,0.2745552996,2.4024365665,2.1796354257,-4.703800061029407,
FADMEE,3.88592,12.3968,1.1956594487,3.3079556771,0.9242245937,-3.781330603583189,
WEYQAU07,4.54619,953.227,1.2095190454,7.482659392,7.3479190292,-4.036452044969645,
ZURROT,4.90807,1018.73,5.3256999758,8.6849724857,5.5029940604,-3.1040992198842847,
VANHEA,8.56369,2041.73,1.2599410738,13.5191678218,10.916338943,-4.062517715571916,
CEKHIL,8.90548,2616.98,1.9421980474,23.0643810526,16.6805971995,-3.6436968185953775,
XEKCIB,4.10596,42.9561,1.0899913443,2.7048413395,0.6146792835,-3.4704054045487447,
GIKMOD11,3.92028,14.7909,0.9847676102,2.5821702013,2.4388142845000003,-4.046093474890705,
DIVNIH,3.98267,28.9477,3.4423592252,4.0989659551,0.7428135260000001,-0.0164323443331788,
NIKYUC01,4.94759,505.136,0.2513891922,2.4561136329,2.2090468635,-4.739454010983622,
AMUWUB,10.40349,1342.79,0.235205334,9.7851494254,7.3623734755,-4.805735483974483,
HAJLEK,5.87742,258.874,0.6297455016,1.5161692696,1.2307730693,-4.108541714904912,
FONQIJ,4.70842,400.445,4.4940852498,5.9937343548,5.5270113884,-2.730241958716416,
XANZAQ05,8.47885,1404.73,2.4509325391,11.6312342912,9.6737092328,-3.496493947958204,
OJICUG,8.60682,2124.68,5.2965092379,20.4891621629,12.4616280682,-2.798613801464324,
S2053229616016326,7.15982,2216.96,4.0503585475,18.7986067665,13.4530012924,-3.435963941978283,
RAYFEE,13.87561,1531.86,0.8895631246,11.9723684154,7.9415030302,-4.097751186929024,
jp2064408,12.93309,1898.9,1.8638149885,16.4669539543,11.5703181011,-3.730106631048423,
QIZLIW,6.45845,1340.11,0.6935822454,5.7767420531,4.2153569191,-4.240287595206141,
TARVOX,4.82249,531.835,3.6030958876,4.0545632932,2.4285088663,-3.1664519407295413,
TADYEE,6.41454,1128.56,0.5389920187,6.3215997098,5.4428621926,-4.432980695597245,
nchem.2258-s3,11.60468,2268.1481,1.1330766241,24.4872342655,19.5077290249,-3.996448999296915,
XUWVUG,3.95338,57.7546,0.0315527584,0.4488614521,0.3835408981,-5.6313245628534885,
FEWQOP,5.35536,920.473,0.8334628489,2.8357667959,2.6161063994,-4.080477898509007,
ja073612tsi20070723,5.95276,1089.72,1.5879361259,6.2392848527,3.6669331312,-3.770912295900057,
IBEYOE,6.06432,1031.98,1.9945751059,4.6643169036,2.5263912679,-3.667985941994433,
KUTRIC,5.38558,365.528,3.1589613886,5.4815644741,3.2941771497,-1.7364870186788075,
IYUHOA,7.25841,1649.02,1.4593658186,8.220481495,7.1610676296,-3.984493548260425,
XUWSUD,4.4926,295.645,3.1691727664,3.4325727868,3.0168604155,-0.9451801877710788,
EBOXEA,5.66693,790.096,0.8297752303,4.1671379122,2.4251888557,-3.115998642491878,
VAGKOF,5.16963,53.2105,0.3480771585,0.7450020004,0.4587377142,-3.827908132373252,
MALFUD,7.43512,1905.89,0.4160122159,12.6778947593,9.7622264909,-4.563928039296677,
ODODUI,11.00214,2104.91,0.546556005,21.454972132,16.1441654787,-4.443363462251335,
ONAWEG01,3.83089,4.4171700000000005,0.0204978604,1.3353813678,3.0378826584,-5.824207058922791,
DOYSIT,5.27709,638.707,0.0628879122,4.5166701957,5.9090028406,-5.381372532943157,
SOQJOZ,3.96651,78.6725,2.0165305361,2.6431277805,1.0414300641,-1.245872690778958,
YOGVEX,4.10269,176.843,1.1483187625,4.7741214731,4.7274831153,-3.9764430235335424,
XUGWAZ,4.920030000000001,203.896,1.2401224899,1.9467874959,1.8293357619,-3.7323895037579007,
KOMHEB,6.83617,442.133,2.6442433464,3.7873330121,2.2145774299,-2.8873145810072005,
ic5008457,5.97545,1732.87,0.7161409627,10.2082730304,7.8357382984,-4.313287780525419,
POSGAH,6.19197,1321.17,1.8550052561,8.0575118942,7.1844249907,-3.828680248051581,
KUDWAJ,7.33926,1754.51,0.3773092046,10.7630943313,8.8904177948,-4.591519203754501,
DUXKEN,5.19652,151.362,3.1265789899,3.8874707686,1.8819723757,-0.512109687367091,
FORPUY,9.42246,1572.26,4.5882830712,11.4786823513,6.4945151653,-1.58341107859481,
PAQMEB,5.66983,793.529,2.1324595797,4.3926834509,2.2451564876,-3.346747918974341,
NEXXIZ,9.73301,1544.46,1.4244290664,16.1417441195,12.6990690307,-3.9873399023643534,
QALNIA,3.89192,33.0173,4.3056975276,5.3021741896,3.1967696531,-1.1136655361456709,
COCMAJ,8.89284,2393.63,1.0053010554,16.6178596145,10.5095142053,-4.148536786014441,
PIQMUZ,5.76653,579.71,2.271438673,4.4901537321,2.7351383565000003,-1.5910514915311886,
WUYYAS,9.33636,1882.28,0.8551100948,14.0003275786,11.6754959213,-2.78481996869426,
ETAXUT,12.89356,1826.8423,1.5802809783,15.2254391138,11.5260007021,-2.784804092456572,
HAKSOE,8.12438,1049.7,6.9810392034,8.3423426037,6.6042344673,-1.47834943734781,
LAWGOI,6.79778,726.537,1.9233875738,3.8798807269,2.6294325399,-2.939683751088667,
GITTUZ,10.85901,1194.04,0.5038773123,7.413753266,6.0624177222,-4.360653981891274,
ECEZAO01,4.88805,694.49,2.4580387737,3.9063325623,3.4188742169,-2.9286114548023265,
c5nj01930c,5.64911,797.337,2.3735938450000003,4.7782601762,4.2108140845,-1.0853786872771896,
LECFAC,9.81867,2005.67,0.6308408142,13.7942496984,11.5987118557,-4.286810291103465,
GUPDEB,20.68684,1456.78,0.1297419026,8.2080854463,6.6138022145,-5.062221910151807,
WIXRUQ,4.40429,157.598,2.2825267439,2.5991958698,2.0311486934,-1.6895573553323369,
IVETOT,10.10291,1641.78,0.3635022227,15.8112588445,13.1007862171,-4.622209445526579,
QATXIU,7.14794,1135.4273899999998,0.8167880494,7.2129680662,5.2136239365,-4.161844445665616,
FUSNIR,11.70294,1425.15,0.6461800002,9.3346669594,7.2128233991,-4.324177681364518,
LIHSIF,4.51896,218.178,1.3499232417,1.6789588354,1.5296243399,-2.9873989607781244,
QIYDAF,22.97967,1776.47,0.2015631061,21.964701827,19.8581176608,-4.873728939332372,
YUMFUJ,5.62483,1767.23,4.1744603392,10.6649282977,8.1851480487,-2.53265684306228,
WONRUM01,3.8153,11.652,0.2822177196,1.9532244369,1.5732299150000002,-4.765632062526899,
KEDJAG22,5.7045200000000005,2329.41,0.0959112539,8.6056961768,7.623762272,-5.201824645705013,
UTADIE,5.9737,1582.18,2.6655820178000003,7.0864793846,4.4745935952,-2.3665123550881835,
FORTUD,17.46562,1437.6668000000002,1.3883903083,12.0864609427,9.3986706803,-3.466602933398223,
OQEPUW,5.11656,509.292,1.4850078875,2.8037854449,2.3704924109,-2.950278177847565,
EZIVAM,4.86841,266.938,1.448536468,1.8738296767,1.8081130338,-3.445334008513516,
JAVNIE,7.27986,1854.35,0.7327273504,11.702111426,9.5355316398,-4.306389992256577,
EGAFOJ,5.4475,698.866,2.764201472,5.0647794822,3.9671499208,-2.030914127712724,
VEMSUC,5.13248,696.822,1.6920829969,6.0355250984,5.2899120979,-3.84055613503582,
TEMPEI,15.71457,1716.4,0.6376946856,17.319536872,14.4043669556,-4.352993777430247,
HEMVIF,4.37383,113.404,0.9551920181,2.1766030304,3.320307243,-3.7317099372208222,
MOYZIK,11.27316,2001.63,2.5339725726,25.6777502364,19.6427770753,-2.421623279463124,
YOFXEY,5.28351,301.1545,1.4863346654,5.2484222576,4.3360794848,-3.785489945466967,
IKETUO,5.44662,1310.37,4.1291917368,6.5496009293,3.5358794773,-2.334846948225933,
MAGVOG16,3.75593,2.7960700000000003,0.084259499,2.3170320346,1.434286856,-5.212137298644827,
c6ra14268k,4.45738,579.031,0.7941733694,7.691810387,7.7451796653,-4.239781139843113,
KEJHIQ,5.28754,691.552,3.713491298,5.5836252791,5.3185050499,-2.5788256448276115,
NABMUA01,6.23732,1232.09,3.9922416123,8.7702829982,7.6322655761,-3.4348880366141947,
VAQLEG,6.18628,665.472,3.0237956393,4.4267376289,3.4881866843,-2.568987030058687,
COKRUR,8.84098,1717.19,2.5113315959,12.2003875235,9.688046448,-2.755215879702698,
LIVREP,4.23694,56.6615,5.7978245093,5.8941412222,5.7607656428,-0.7177178436809035,
jacs.6b04971,13.00048,2254.11,0.2604987097,14.7426820627,10.9360898393,-4.76161262030605,
JOKYIR10,5.00078,443.644,0.2264706544,2.413227295,1.7806598934000002,-4.761557438994132,
WACLEU,6.11102,1109.74,6.4542886207,8.3506956379,5.5684001236,-1.1246811316309588,
LUJSOA,4.74098,334.166,3.0833912984,5.3872327365,1.8374606454,-2.7328235765468847,
RAZXIA03,4.50692,96.5629,0.10707067,1.9604140017,0.6981765974,-5.131335580992567,
MEFJOY,13.35543,1838.86,1.6309420321,12.1950329338,9.8575114704,-3.833398215387624,
QIQZIB,8.62906,1655.42,0.8146213879,8.6158280797,6.7600552246,-4.155859703961608,
EXOJAC,5.72699,1278.72,4.6542625341,10.4766730879,9.3618789447,-3.1779071438110136,
WUYTUH,3.83515,6.03451,0.4834094309,2.9939016329,0.6467951216000001,-4.370888188387088,
SUXYOA,4.22707,94.3949,0.485255488,3.0867183192,3.2777138234,-4.407232737168016,
TASWOB,7.28953,1563.44,3.1316456615,8.41171613,5.6927084093,-1.2510487510510069,
